Cell	ImmClassifier_prediction
E11_P5_M47_L001	L:B:PC
E12_P5_M47_L001	L:T:CD4:Tfh
E1_P5_M47_L001	L:B:PC
E3_P5_M47_L001	L:T:CD4:EM
E4_P5_M47_L001	L:T:CD4:Naive
E5_P5_M47_L001	L:B:PC
E6_P5_M47_L001	L:B:PC
E8_P5_M47_L001	L:B:PC
F11_P5_M47_L001	L:B:PC
F12_P5_M47_L001	L:T:CD4:CM
F1_P5_M47_L001	L:T:CD4:Naive
F3_P5_M47_L001	L:T:CD4:Tfh
F4_P5_M47_L001	L:T:CD8:EMRA
F5_P5_M47_L001	L:T:CD4:EM
F6_P5_M47_L001	L:T:CD4:Naive
F8_P5_M47_L001	L:T:CD4:Treg
F9_P5_M47_L001	L:T:CD8:Naive
G11_P5_M47_L001	L:T:CD8:EM
G12_P5_M47_L001	L:B
G2_P5_M47_L001	L:T:CD4:Treg
G3_P5_M47_L001	L:T:CD4:CM
G4_P5_M47_L001	L:B:PC
G5_P5_M47_L001	L:T:CD4:Naive
G7_P5_M47_L001	L:B:PC
H10_P5_M47_L001	CD34
H11_P5_M47_L001	L:T:CD4:Treg
H12_P5_M47_L001	L:T:CD8:Naive
H1_P5_M47_L001	L:B:PC
H2_P5_M47_L001	L:T:CD8:CM
H3_P5_M47_L001	L:T:CD8:EM
H4_P5_M47_L001	L:B:PC
H5_P5_M47_L001	L:T:CD8:EM
H7_P5_M47_L001	L:B:PC
H8_P5_M47_L001	L:B:PC
H9_P5_M47_L001	L:T:CD4:Treg
A10_P1_MMD1.84A_L001	L:T:CD8:Ex
A10_P3_MMD1.84A_L001	L:T:CD8:TRM
A11_P1_MMD1.84A_L001	M:Mono:mDC
A11_P2_MMD1.84A_L001	L:T:CD8:TRM
A11_P3_MMD1.84A_L001	L:T:CD4:Treg
A12_P1_MMD1.84A_L001	M:Mast
A12_P2_MMD1.84A_L001	M:Mast
A12_P3_MMD1.84A_L001	L:T:CD4:Treg
A12_P4_MMD1.84A_L001	L:T:CD4:Tfh
A1_P2_MMD1.84A_L001	M:Neu
A1_P3_MMD1.84A_L001	L:T:CD4:Treg
A1_P4_MMD1.84A_L001	L:T:CD4:Treg
A2_P1_MMD1.84A_L001	L:T:CD8:Ex
A2_P2_MMD1.84A_L001	L:T:CD8:EM
A2_P3_MMD1.84A_L001	L:T:CD8:TRM
A2_P4_MMD1.84A_L001	L:T:CD8:EM
A3_P1_MMD1.84A_L001	L:T:CD8:EM
A3_P2_MMD1.84A_L001	L:T:CD8:EMRA
A3_P3_MMD1.84A_L001	L:T:CD8:Ex
A3_P4_MMD1.84A_L001	L:T:CD8:EM
A4_P1_MMD1.84A_L001	L:T:CD8:EM
A4_P2_MMD1.84A_L001	L:T:CD8:EM
A4_P3_MMD1.84A_L001	L:T:CD4:Treg
A4_P4_MMD1.84A_L001	L:T:CD8:EMRA
A5_P1_MMD1.84A_L001	L:T:CD8:TRM
A5_P2_MMD1.84A_L001	L:T:CD8:EM
A5_P3_MMD1.84A_L001	L:T:CD8:EM
A6_P1_MMD1.84A_L001	M:Mast
A6_P2_MMD1.84A_L001	L:T:CD8:TRM
A6_P3_MMD1.84A_L001	M:Neu
A6_P4_MMD1.84A_L001	L:T:CD8:Ex
A7_P2_MMD1.84A_L001	L:T:CD8:EM
A7_P4_MMD1.84A_L001	L:T:CD4:Treg
A8_P1_MMD1.84A_L001	L:T:CD8:Ex
A9_P1_MMD1.84A_L001	L:T:CD8:TRM
A9_P2_MMD1.84A_L001	L:T:CD4:Ex
A9_P3_MMD1.84A_L001	L:T:CD4:Tfh
A9_P4_MMD1.84A_L001	L:T:CD8:TRM
B10_P1_MMD1.84A_L001	L:T:CD4:Treg
B10_P2_MMD1.84A_L001	L:T:CD8:EM
B10_P3_MMD1.84A_L001	L:T:CD8:EMRA
B10_P4_MMD1.84A_L001	L:T:CD8:EMRA
B11_P1_MMD1.84A_L001	M:Mast
B11_P2_MMD1.84A_L001	L:T:CD4:Treg
B11_P3_MMD1.84A_L001	L:T:CD8:TRM
B11_P4_MMD1.84A_L001	L:B:PC
B12_P1_MMD1.84A_L001	L:T:CD4:Treg
B12_P4_MMD1.84A_L001	L:NK
B1_P2_MMD1.84A_L001	L:T:CD8:EM
B2_P1_MMD1.84A_L001	L:NK
B2_P2_MMD1.84A_L001	L:T:CD8:TRM
B2_P3_MMD1.84A_L001	L:T:CD4:EM
B2_P4_MMD1.84A_L001	L:NK
B3_P1_MMD1.84A_L001	L:T:CD4:CM
B3_P2_MMD1.84A_L001	L:T:CD4:Ex
B3_P4_MMD1.84A_L001	L:T:CD4:Treg
B4_P1_MMD1.84A_L001	L:T:CD8:EM
B4_P2_MMD1.84A_L001	L:T:CD4:Treg
B4_P3_MMD1.84A_L001	L:T:CD8:EM
B5_P2_MMD1.84A_L001	L:T:CD8:EM
B5_P3_MMD1.84A_L001	L:T:CD4:Treg
B5_P4_MMD1.84A_L001	L:T:CD8:Ex
B6_P1_MMD1.84A_L001	M:Mast
B6_P3_MMD1.84A_L001	L:T:CD4:Ex
B6_P4_MMD1.84A_L001	L:T:CD8:EM
B7_P1_MMD1.84A_L001	M:Neu
B7_P2_MMD1.84A_L001	L:T:CD8:TRM
B7_P3_MMD1.84A_L001	L:T:CD8:EM
B7_P4_MMD1.84A_L001	L:T:CD8:TRM
B8_P1_MMD1.84A_L001	M:Mono:mDC
B8_P3_MMD1.84A_L001	L:T:CD8:TRM
B8_P4_MMD1.84A_L001	L:T:CD8:EMRA
B9_P4_MMD1.84A_L001	L:T:CD8:TRM
C10_P1_MMD1.84A_L001	L:T:CD8:EM
C10_P2_MMD1.84A_L001	L:T:CD8:TRM
C10_P3_MMD1.84A_L001	M:Mast
C10_P4_MMD1.84A_L001	L:T:CD8:TRM
C11_P1_MMD1.84A_L001	L:B
C11_P2_MMD1.84A_L001	L:T:CD8:Ex
C11_P3_MMD1.84A_L001	L:T:CD8:TRM
C11_P4_MMD1.84A_L001	L:T:CD8:EM
C12_P1_MMD1.84A_L001	M:Mast
C12_P2_MMD1.84A_L001	M:Neu
C12_P4_MMD1.84A_L001	L:T:CD8:TRM
C1_P1_MMD1.84A_L001	L:B
C1_P2_MMD1.84A_L001	M:Neu
C1_P3_MMD1.84A_L001	L:T:CD4:Treg
C2_P1_MMD1.84A_L001	L:T:CD8:EM
C2_P2_MMD1.84A_L001	L:T:CD8:Ex
C2_P3_MMD1.84A_L001	L:NK
C2_P4_MMD1.84A_L001	L:T:CD8:EM
C3_P1_MMD1.84A_L001	L:T:CD8:EM
C3_P2_MMD1.84A_L001	L:T:CD8:EM
C3_P4_MMD1.84A_L001	L:T:CD8:EM
C4_P1_MMD1.84A_L001	L:T:CD8:TRM
C4_P3_MMD1.84A_L001	L:unconvT:MAIT
C5_P1_MMD1.84A_L001	L:T:CD4:EM
C5_P3_MMD1.84A_L001	L:T:CD8:TRM
C5_P4_MMD1.84A_L001	L:T:CD8:Ex
C6_P2_MMD1.84A_L001	L:T:CD4:Ex
C6_P4_MMD1.84A_L001	L:T:CD4:Treg
C7_P1_MMD1.84A_L001	L:T:CD4:Treg
C7_P3_MMD1.84A_L001	L:T:CD8:EM
C7_P4_MMD1.84A_L001	L:NK
C8_P1_MMD1.84A_L001	L:T:CD8:EM
C8_P2_MMD1.84A_L001	L:T:CD8:EM
C8_P3_MMD1.84A_L001	L:T:CD8:EM
C9_P1_MMD1.84A_L001	M:Neu
C9_P3_MMD1.84A_L001	L:T:CD8:EM
C9_P4_MMD1.84A_L001	L:T:CD8:EM
D10_P1_MMD1.84A_L001	M:pDC
D10_P3_MMD1.84A_L001	L:T:CD8:TRM
D10_P4_MMD1.84A_L001	M:Neu
D11_P1_MMD1.84A_L001	L:T:CD8:EM
D11_P2_MMD1.84A_L001	L:T:CD8:EM
D11_P3_MMD1.84A_L001	M:Mast
D11_P4_MMD1.84A_L001	L:T:CD8:EM
D12_P1_MMD1.84A_L001	M:Mast
D12_P2_MMD1.84A_L001	L:T:CD4:Treg
D12_P3_MMD1.84A_L001	L:T:CD8:Ex
D12_P4_MMD1.84A_L001	L:T:CD8:TRM
D1_P1_MMD1.84A_L001	L:T:CD4:Treg
D1_P2_MMD1.84A_L001	L:T:CD8:TRM
D1_P3_MMD1.84A_L001	L:T:CD4:Treg
D1_P4_MMD1.84A_L001	L:T:CD8:TRM
D2_P1_MMD1.84A_L001	L:T:CD8:EM
D2_P4_MMD1.84A_L001	M:Neu
D3_P1_MMD1.84A_L001	L:T:CD8:Ex
D3_P2_MMD1.84A_L001	L:T:CD4:Treg
D4_P1_MMD1.84A_L001	L:T:CD8:TRM
D4_P2_MMD1.84A_L001	M:Mast
D4_P4_MMD1.84A_L001	L:T:CD8:TRM
D5_P1_MMD1.84A_L001	L:T:CD4:CM
D5_P2_MMD1.84A_L001	L:T:CD8:EM
D5_P3_MMD1.84A_L001	L:T:CD8:EM
D6_P1_MMD1.84A_L001	M:Mast
D6_P2_MMD1.84A_L001	L:T:CD4:EM
D6_P3_MMD1.84A_L001	L:T:CD4:Ex
D6_P4_MMD1.84A_L001	M:Mono:mDC
D7_P1_MMD1.84A_L001	L:T:CD8:EMRA
D7_P2_MMD1.84A_L001	L:T:CD8:TRM
D7_P3_MMD1.84A_L001	M:Neu
D7_P4_MMD1.84A_L001	L:T:CD8:EM
D8_P1_MMD1.84A_L001	L:T:CD4:Treg
D8_P2_MMD1.84A_L001	M:Mono:mDC
D8_P3_MMD1.84A_L001	M:Neu
D8_P4_MMD1.84A_L001	M:Neu
D9_P1_MMD1.84A_L001	L:T:CD8:EM
D9_P2_MMD1.84A_L001	L:T:CD8:EMRA
D9_P4_MMD1.84A_L001	L:T:CD8:EM
E10_P1_MMD1.84A_L001	L:T:CD8:TRM
E10_P2_MMD1.84A_L001	L:T:CD4:Ex
E10_P4_MMD1.84A_L001	L:T:CD8:TRM
E11_P1_MMD1.84A_L001	M:Mast
E11_P2_MMD1.84A_L001	M:Neu
E11_P3_MMD1.84A_L001	L:NK
E12_P1_MMD1.84A_L001	L:T:CD8:TRM
E12_P2_MMD1.84A_L001	L:T:CD8:EM
E12_P4_MMD1.84A_L001	L:T:CD4:Ex
E1_P1_MMD1.84A_L001	L:B
E1_P2_MMD1.84A_L001	L:T:CD8:TRM
E2_P1_MMD1.84A_L001	M:Neu
E2_P2_MMD1.84A_L001	M:Mono:mDC
E2_P3_MMD1.84A_L001	L:T:CD4:Ex
E3_P1_MMD1.84A_L001	L:T:CD8:EM
E3_P2_MMD1.84A_L001	L:T:CD4:Treg
E3_P4_MMD1.84A_L001	L:T:CD4:Treg
E4_P2_MMD1.84A_L001	M:Mast
E4_P3_MMD1.84A_L001	L:T:CD4:Treg
E5_P1_MMD1.84A_L001	L:T:CD4:Treg
E5_P2_MMD1.84A_L001	L:T:CD8:TRM
E6_P2_MMD1.84A_L001	L:B:PC
E6_P4_MMD1.84A_L001	L:T:CD8:TRM
E7_P2_MMD1.84A_L001	L:T:CD8:EM
E7_P4_MMD1.84A_L001	M:Mono:mDC
E8_P1_MMD1.84A_L001	L:T:CD8:TRM
E9_P1_MMD1.84A_L001	L:T:CD4:Treg
E9_P2_MMD1.84A_L001	L:T:CD8:TRM
E9_P3_MMD1.84A_L001	L:T:CD4:Ex
F10_P1_MMD1.84A_L001	L:T:CD4:Ex
F10_P2_MMD1.84A_L001	L:T:CD4:Treg
F10_P3_MMD1.84A_L001	L:T:CD8:Ex
F10_P4_MMD1.84A_L001	L:T:CD4:Treg
F11_P2_MMD1.84A_L001	L:T:CD8:TRM
F11_P3_MMD1.84A_L001	L:T:CD8:EM
F11_P4_MMD1.84A_L001	L:T:CD8:EMRA
F12_P1_MMD1.84A_L001	L:T:CD8:TRM
F12_P4_MMD1.84A_L001	L:NK
F1_P1_MMD1.84A_L001	L:T:CD4:Treg
F1_P2_MMD1.84A_L001	L:T:CD8:Ex
F2_P1_MMD1.84A_L001	L:T:CD4:Treg
F2_P3_MMD1.84A_L001	L:T:CD8:EM
F2_P4_MMD1.84A_L001	L:T:CD4:Treg
F3_P1_MMD1.84A_L001	L:T:CD8:EM
F3_P2_MMD1.84A_L001	L:T:CD8:EM
F3_P4_MMD1.84A_L001	L:T:CD8:EMRA
F4_P2_MMD1.84A_L001	L:T:CD4:Treg
F4_P3_MMD1.84A_L001	L:T:CD4:Ex
F4_P4_MMD1.84A_L001	M:Neu
F5_P1_MMD1.84A_L001	L:T:CD8:EM
F5_P2_MMD1.84A_L001	L:T:CD8:Ex
F5_P4_MMD1.84A_L001	L:T:CD4:Treg
F6_P1_MMD1.84A_L001	L:T:CD8:Ex
F6_P2_MMD1.84A_L001	L:T:CD8:TRM
F6_P3_MMD1.84A_L001	L:T:CD4:Treg
F7_P1_MMD1.84A_L001	M:Neu
F7_P2_MMD1.84A_L001	L:T:CD8:EM
F7_P3_MMD1.84A_L001	M:pDC
F7_P4_MMD1.84A_L001	L:T:CD8:EM
F8_P1_MMD1.84A_L001	L:T:CD8:Ex
F8_P2_MMD1.84A_L001	M:Mono:mDC
F8_P3_MMD1.84A_L001	L:T:CD4:Ex
F8_P4_MMD1.84A_L001	L:T:CD8:EM
F9_P1_MMD1.84A_L001	M:Neu
F9_P2_MMD1.84A_L001	L:T:CD8:EMRA
F9_P3_MMD1.84A_L001	L:NK
F9_P4_MMD1.84A_L001	L:T:CD8:CM
G10_P3_MMD1.84A_L001	M:Neu
G10_P4_MMD1.84A_L001	M:Mast
G11_P1_MMD1.84A_L001	L:T:CD8:EM
G11_P2_MMD1.84A_L001	L:T:CD4:Ex
G11_P3_MMD1.84A_L001	L:T:CD8:CM
G11_P4_MMD1.84A_L001	L:T:CD8:TRM
G12_P1_MMD1.84A_L001	L:T:CD4:Tfh
G12_P2_MMD1.84A_L001	L:T:CD8:TRM
G12_P3_MMD1.84A_L001	L:T:CD8:Ex
G12_P4_MMD1.84A_L001	L:T:CD4:EM
G1_P1_MMD1.84A_L001	L:T:CD4:Treg
G1_P2_MMD1.84A_L001	L:T:CD8:EM
G1_P3_MMD1.84A_L001	L:T:CD8:TRM
G1_P4_MMD1.84A_L001	L:T:CD8:EM
G2_P2_MMD1.84A_L001	L:T:CD8:EM
G2_P3_MMD1.84A_L001	L:T:CD8:Ex
G2_P4_MMD1.84A_L001	L:T:CD4:Treg
G3_P1_MMD1.84A_L001	L:T:CD4:Tfh
G3_P3_MMD1.84A_L001	L:T:CD8:Ex
G4_P2_MMD1.84A_L001	L:T:CD4:Ex
G4_P4_MMD1.84A_L001	L:T:CD8:EMRA
G5_P2_MMD1.84A_L001	L:T:CD8:EM
G6_P1_MMD1.84A_L001	L:T:CD8:Ex
G6_P3_MMD1.84A_L001	L:T:CD4:Ex
G6_P4_MMD1.84A_L001	L:T:CD4:Ex
G7_P1_MMD1.84A_L001	L:T:CD8:EM
G7_P2_MMD1.84A_L001	L:T:CD8:EM
G7_P4_MMD1.84A_L001	L:T:CD8:EM
G8_P1_MMD1.84A_L001	L:T:CD8:EMRA
G8_P2_MMD1.84A_L001	M:Mast
G8_P3_MMD1.84A_L001	L:T:CD8:TRM
G9_P1_MMD1.84A_L001	L:T:CD4:Ex
G9_P2_MMD1.84A_L001	L:T:CD8:TRM
G9_P3_MMD1.84A_L001	L:T:CD4:EM
G9_P4_MMD1.84A_L001	L:T:CD4:Ex
H10_P1_MMD1.84A_L001	M:Mast
H10_P2_MMD1.84A_L001	L:T:CD8:EM
H10_P3_MMD1.84A_L001	L:T:CD8:TRM
H10_P4_MMD1.84A_L001	L:T:CD4:Treg
H11_P1_MMD1.84A_L001	L:T:CD8:EM
H11_P2_MMD1.84A_L001	L:T:CD4:Ex
H11_P3_MMD1.84A_L001	L:T:CD8:TRM
H11_P4_MMD1.84A_L001	L:T:CD4:Treg
H12_P1_MMD1.84A_L001	L:T:CD8:EM
H12_P2_MMD1.84A_L001	L:T:CD8:EM
H12_P4_MMD1.84A_L001	L:T:CD8:EM
H1_P1_MMD1.84A_L001	L:B
H1_P2_MMD1.84A_L001	L:T:CD4:Naive
H1_P3_MMD1.84A_L001	L:T:CD8:EMRA
H2_P1_MMD1.84A_L001	L:T:CD4:EM
H2_P2_MMD1.84A_L001	L:T:CD8:EM
H2_P3_MMD1.84A_L001	L:T:CD8:EM
H2_P4_MMD1.84A_L001	L:T:CD8:EM
H3_P1_MMD1.84A_L001	L:T:CD4:Tfh
H3_P2_MMD1.84A_L001	M:Mast
H3_P3_MMD1.84A_L001	L:T:CD4:Ex
H3_P4_MMD1.84A_L001	L:T:CD8:TRM
H4_P1_MMD1.84A_L001	L:T:CD8:EM
H4_P2_MMD1.84A_L001	L:T:CD8:EM
H4_P4_MMD1.84A_L001	L:T:CD8:Ex
H5_P1_MMD1.84A_L001	L:T:CD8:EM
H5_P2_MMD1.84A_L001	L:T:CD8:EM
H5_P3_MMD1.84A_L001	L:T:CD8:TRM
H6_P1_MMD1.84A_L001	L:T:CD8:EM
H6_P2_MMD1.84A_L001	L:T:CD4:EM
H6_P3_MMD1.84A_L001	L:T:CD4:Treg
H6_P4_MMD1.84A_L001	L:T:CD8:Ex
H7_P1_MMD1.84A_L001	L:T:CD4:Tfh
H7_P2_MMD1.84A_L001	L:T:CD4:Treg
H7_P4_MMD1.84A_L001	L:T:CD8:TRM
H8_P1_MMD1.84A_L001	L:T:CD4:EM
H8_P2_MMD1.84A_L001	M:Mast
H9_P1_MMD1.84A_L001	L:T:CD8:TRM
H9_P2_MMD1.84A_L001	L:T:CD8:TRM
H9_P3_MMD1.84A_L001	L:T:CD4:Ex
A10_P1_MMD1.84B_L001	L:T:CD8:TRM
A10_P2_MMD1.84B_L001	L:T:CD8:EM
A10_P3_MMD1.84B_L001	L:T:CD4:Ex
A10_P4_MMD1.84B_L001	L:T:CD8:EM
A11_P1_MMD1.84B_L001	L:T:CD8:EM
A11_P2_MMD1.84B_L001	L:T:CD8:Ex
A11_P3_MMD1.84B_L001	L:T:CD8:TRM
A11_P4_MMD1.84B_L001	L:T:CD8:EM
A12_P1_MMD1.84B_L001	L:T:CD8:EM
A12_P2_MMD1.84B_L001	L:T:CD4:Ex
A12_P3_MMD1.84B_L001	L:T:CD4:Ex
A12_P4_MMD1.84B_L001	L:T:CD8:Naive
A1_P1_MMD1.84B_L001	L:T:CD8:TRM
A1_P2_MMD1.84B_L001	M:Neu
A1_P4_MMD1.84B_L001	L:T:CD8:EM
A2_P1_MMD1.84B_L001	L:T:CD4:Ex
A2_P2_MMD1.84B_L001	L:T:CD4:EM
A2_P4_MMD1.84B_L001	L:T:CD8:EM
A3_P1_MMD1.84B_L001	L:T:CD4:EM
A3_P2_MMD1.84B_L001	L:T:CD8:EM
A3_P3_MMD1.84B_L001	L:T:CD8:EM
A4_P1_MMD1.84B_L001	L:T:CD4:Ex
A4_P2_MMD1.84B_L001	L:T:CD8:EM
A4_P4_MMD1.84B_L001	L:T:CD8:TRM
A5_P1_MMD1.84B_L001	L:T:CD8:EM
A5_P2_MMD1.84B_L001	L:T:CD4:Treg
A5_P3_MMD1.84B_L001	L:T:CD8:TRM
A6_P1_MMD1.84B_L001	L:T:CD8:EM
A6_P2_MMD1.84B_L001	L:T:CD4:EM
A6_P3_MMD1.84B_L001	L:T:CD8:TRM
A6_P4_MMD1.84B_L001	L:T:CD4:Treg
A7_P1_MMD1.84B_L001	L:T:CD8:CM
A7_P2_MMD1.84B_L001	L:T:CD8:TRM
A7_P3_MMD1.84B_L001	L:T:CD8:Naive
A7_P4_MMD1.84B_L001	L:T:CD8:EMRA
A8_P1_MMD1.84B_L001	L:T:CD8:EM
A8_P2_MMD1.84B_L001	L:T:CD8:EM
A8_P4_MMD1.84B_L001	L:T:CD8:Naive
A9_P1_MMD1.84B_L001	L:T:CD4:Treg
A9_P2_MMD1.84B_L001	L:T:CD8:EM
A9_P3_MMD1.84B_L001	L:T:CD8:TRM
A9_P4_MMD1.84B_L001	L:T:CD8:EM
B10_P1_MMD1.84B_L001	L:T:CD8:EM
B10_P2_MMD1.84B_L001	L:T:CD8:EM
B10_P3_MMD1.84B_L001	L:T:CD8:EM
B10_P4_MMD1.84B_L001	L:T:CD8:EM
B11_P1_MMD1.84B_L001	L:T:CD8:EM
B11_P2_MMD1.84B_L001	L:T:CD4:EM
B11_P3_MMD1.84B_L001	L:T:CD8:EM
B12_P1_MMD1.84B_L001	L:T:CD4:Ex
B12_P3_MMD1.84B_L001	L:T:CD8:EM
B12_P4_MMD1.84B_L001	L:T:CD8:Ex
B1_P1_MMD1.84B_L001	L:T:CD8:EM
B1_P2_MMD1.84B_L001	L:T:CD8:EM
B1_P4_MMD1.84B_L001	L:T:CD8:Naive
B2_P1_MMD1.84B_L001	L:T:CD4:Ex
B2_P2_MMD1.84B_L001	L:T:CD8:EM
B2_P4_MMD1.84B_L001	L:T:CD8:TRM
B3_P1_MMD1.84B_L001	L:T:CD4:Ex
B3_P2_MMD1.84B_L001	L:T:CD8:EM
B3_P3_MMD1.84B_L001	L:T:CD8:TRM
B4_P1_MMD1.84B_L001	L:T:CD4:Treg
B4_P2_MMD1.84B_L001	L:T:CD4:Treg
B4_P3_MMD1.84B_L001	M:Mast
B4_P4_MMD1.84B_L001	L:T:CD4:EM
B5_P1_MMD1.84B_L001	L:T:CD8:EM
B5_P2_MMD1.84B_L001	L:T:CD8:EM
B5_P3_MMD1.84B_L001	L:T:CD8:EM
B5_P4_MMD1.84B_L001	L:T:CD8:EM
B6_P2_MMD1.84B_L001	L:T:CD8:Ex
B6_P3_MMD1.84B_L001	L:T:CD4:EM
B6_P4_MMD1.84B_L001	L:T:CD4:Treg
B7_P1_MMD1.84B_L001	L:T:CD8:EM
B7_P2_MMD1.84B_L001	L:T:CD8:CM
B7_P4_MMD1.84B_L001	L:T:CD4:Ex
B8_P1_MMD1.84B_L001	L:T:CD8:CM
B8_P2_MMD1.84B_L001	L:T:CD4:EM
B8_P3_MMD1.84B_L001	L:T:CD8:EMRA
B8_P4_MMD1.84B_L001	L:T:CD4:Ex
B9_P1_MMD1.84B_L001	L:T:CD4:Treg
B9_P3_MMD1.84B_L001	L:T:CD8:EM
B9_P4_MMD1.84B_L001	L:T:CD4:Treg
C10_P2_MMD1.84B_L001	L:T:CD4:EM
C10_P4_MMD1.84B_L001	L:T:CD8:EM
C11_P3_MMD1.84B_L001	L:T:CD8:EM
C11_P4_MMD1.84B_L001	L:T:CD8:TRM
C12_P2_MMD1.84B_L001	L:T:CD4:Ex
C12_P3_MMD1.84B_L001	L:T:CD8:EM
C12_P4_MMD1.84B_L001	L:T:CD4:EM
C1_P1_MMD1.84B_L001	L:T:CD8:EM
C1_P3_MMD1.84B_L001	L:T:CD4:EM
C1_P4_MMD1.84B_L001	L:T:CD4:Ex
C2_P1_MMD1.84B_L001	L:T:CD8:EMRA
C2_P2_MMD1.84B_L001	L:T:CD4:Treg
C2_P3_MMD1.84B_L001	L:T:CD4:EM
C2_P4_MMD1.84B_L001	L:T:CD8:EM
C3_P1_MMD1.84B_L001	L:T:CD8:EM
C3_P2_MMD1.84B_L001	L:T:CD4:Treg
C3_P3_MMD1.84B_L001	L:T:CD8:EM
C3_P4_MMD1.84B_L001	M:Neu
C4_P1_MMD1.84B_L001	L:T:CD8:Ex
C4_P2_MMD1.84B_L001	L:T:CD8:EMRA
C4_P3_MMD1.84B_L001	L:B:PC
C4_P4_MMD1.84B_L001	L:T:CD4:EM
C5_P1_MMD1.84B_L001	L:T:CD8:CM
C5_P2_MMD1.84B_L001	L:T:CD8:EM
C5_P3_MMD1.84B_L001	L:T:CD8:EM
C5_P4_MMD1.84B_L001	L:T:CD8:EM
C6_P1_MMD1.84B_L001	L:T:CD8:EM
C6_P2_MMD1.84B_L001	L:T:CD8:TRM
C6_P3_MMD1.84B_L001	L:T:CD8:EM
C6_P4_MMD1.84B_L001	L:T:CD4:EM
C7_P1_MMD1.84B_L001	L:T:CD8:TRM
C7_P2_MMD1.84B_L001	L:T:CD4:Ex
C7_P3_MMD1.84B_L001	L:T:CD8:Naive
C7_P4_MMD1.84B_L001	L:T:CD8:EM
C8_P1_MMD1.84B_L001	L:T:CD4:Tfh
C8_P2_MMD1.84B_L001	L:T:CD4:Naive
C8_P3_MMD1.84B_L001	L:T:CD8:EMRA
C8_P4_MMD1.84B_L001	L:T:CD8:EM
C9_P1_MMD1.84B_L001	L:T:CD8:EMRA
C9_P2_MMD1.84B_L001	L:T:CD8:EM
C9_P3_MMD1.84B_L001	L:T:CD4:CM
C9_P4_MMD1.84B_L001	L:T:CD4:Ex
D10_P1_MMD1.84B_L001	L:T:CD8:EMRA
D10_P2_MMD1.84B_L001	L:T:CD4:Ex
D10_P3_MMD1.84B_L001	L:T:CD8:EMRA
D10_P4_MMD1.84B_L001	L:T:CD8:EM
D11_P1_MMD1.84B_L001	L:T:CD8:EMRA
D11_P2_MMD1.84B_L001	L:T:CD8:TRM
D11_P3_MMD1.84B_L001	L:T:CD8:TRM
D11_P4_MMD1.84B_L001	L:T:CD8:TRM
D12_P1_MMD1.84B_L001	L:T:CD8:EM
D12_P2_MMD1.84B_L001	L:T:CD8:Ex
D12_P3_MMD1.84B_L001	L:T:CD4:Ex
D12_P4_MMD1.84B_L001	L:T:CD4:Ex
D1_P1_MMD1.84B_L001	L:T:CD8:EM
D1_P2_MMD1.84B_L001	L:T:CD8:TRM
D1_P3_MMD1.84B_L001	L:T:CD8:EM
D1_P4_MMD1.84B_L001	L:T:CD8:EMRA
D2_P1_MMD1.84B_L001	L:T:CD4:Tfh
D2_P2_MMD1.84B_L001	L:T:CD4:Tfh
D2_P3_MMD1.84B_L001	L:T:CD8:EM
D2_P4_MMD1.84B_L001	L:T:CD4:Ex
D3_P1_MMD1.84B_L001	L:T:CD8:EM
D3_P4_MMD1.84B_L001	L:T:CD4:Tfh
D4_P1_MMD1.84B_L001	L:T:CD4:Treg
D4_P2_MMD1.84B_L001	L:T:CD8:EM
D4_P3_MMD1.84B_L001	L:T:CD8:EM
D4_P4_MMD1.84B_L001	L:T:CD8:EM
D5_P2_MMD1.84B_L001	L:T:CD4:Ex
D5_P3_MMD1.84B_L001	L:T:CD4:Ex
D5_P4_MMD1.84B_L001	L:T:CD8:EM
D6_P1_MMD1.84B_L001	L:T:CD8:EM
D6_P2_MMD1.84B_L001	L:T:CD4:EM
D6_P3_MMD1.84B_L001	L:T:CD4:Treg
D6_P4_MMD1.84B_L001	L:T:CD8:EM
D7_P1_MMD1.84B_L001	L:T:CD8:EM
D7_P2_MMD1.84B_L001	L:T:CD8:EM
D7_P3_MMD1.84B_L001	L:T:CD4:EM
D7_P4_MMD1.84B_L001	L:T:CD8:EM
D8_P1_MMD1.84B_L001	L:T:CD8:EM
D8_P2_MMD1.84B_L001	L:T:CD8:EM
D8_P3_MMD1.84B_L001	L:T:CD8:TRM
D8_P4_MMD1.84B_L001	L:T:CD8:EM
D9_P1_MMD1.84B_L001	L:T:CD8:EM
D9_P2_MMD1.84B_L001	L:T:CD8:EM
D9_P3_MMD1.84B_L001	L:T:CD8:EM
D9_P4_MMD1.84B_L001	L:T:CD4:EM
E10_P1_MMD1.84B_L001	L:T:CD4:Ex
E10_P3_MMD1.84B_L001	L:T:CD8:TRM
E10_P4_MMD1.84B_L001	L:T:CD8:EM
E11_P1_MMD1.84B_L001	L:T:CD8:TRM
E11_P2_MMD1.84B_L001	L:T:CD8:TRM
E11_P3_MMD1.84B_L001	L:T:CD8:EM
E11_P4_MMD1.84B_L001	L:T:CD8:EM
E12_P1_MMD1.84B_L001	L:T:CD8:EM
E12_P2_MMD1.84B_L001	L:T:CD8:TRM
E12_P3_MMD1.84B_L001	L:T:CD4:EM
E12_P4_MMD1.84B_L001	L:T:CD4:Ex
E1_P1_MMD1.84B_L001	L:T:CD8:EM
